駅名,建物構造,徒歩分,専有面積,間取り,部屋数,築年,所在階,成約価格
虎ノ門,RC,8,60,R,2,199512,11,60700000
青山一丁目,RC,9,26,K,1,197909,6,19400000
三田,RC,3,21,K,1,200710,2,27200000
渋谷,SRC,5,56,R,1,197805,1,38800000
日の出,RC,7,120,K,1,197103,3,89600000
新橋,SRC,6,47,R,1,200309,9,46900000
芝浦ふ頭,RC,4,58,R,1,199909,12,52900000
青山一丁目,SRC,14,34,R,2,200507,25,39700000
高輪台,RC,8,87,K,1,197901,1,61800000
泉岳寺,SRC,3,46,K,1,201509,5,73000000
北品川,SRC,1,53,R,2,201005,11,64800000
北品川,RC,14,47,K,2,201509,14,57500000
赤坂見附,SRC,6,40,R,2,201208,7,60500000
麻布十番,RC,4,36,K,1,200209,9,46700000
浜松町,SRC,3,30,K,2,201708,25,54500000
麻布十番,RC,10,72,R,2,200008,9,85200000
広尾,SRC,3,35,R,3,200409,3,39700000
田町,SRC,8,19,R,1,197612,2,14400000
赤坂,RC,9,52,R,2,201212,3,74100000
御成門,RC,12,62,K,1,200802,10,63000000
目黒,SRC,6,66,K,1,200509,8,66300000
溜池山王,RC,4,22,K,1,199807,23,23200000
三田,RC,8,80,K,3,200906,4,98600000
新橋,RC,4,54,K,1,200209,6,52000000
青山一丁目,SRC,3,44,K,1,198003,2,41500000
赤羽橋,SRC,6,35,R,1,200502,2,33800000
乃木坂,SRC,8,75,K,3,200512,11,85500000
浜松町,RC,4,59,K,1,200605,5,65800000
お台場海浜公園,SRC,7,72,R,1,201111,5,74300000
田町,RC,10,25,DK,1,200407,11,24500000
赤坂,RC,2,53,DK,3,199801,4,52900000
広尾,RC,3,60,R,1,200610,27,93300000
五反田,RC,13,44,R,1,200403,19,41700000
浜松町,RC,5,25,DK,3,200104,8,22900000
神谷町,RC,5,60,R,2,197608,8,53500000
白金台,RC,5,38,K,1,200610,17,52900000
新橋,SRC,10,14,R,2,200409,8,14300000
赤羽橋,RC,8,88,R,1,197806,2,64200000
浜松町,RC,8,180,DK,3,200611,8,238000000
赤羽橋,RC,7,92,K,2,198001,3,71500000
御成門,RC,3,20,K,2,200906,5,28000000
溜池山王,RC,4,55,K,2,200508,11,66600000
乃木坂,SRC,6,19,R,1,200002,11,18600000
乃木坂,SRC,1,42,K,1,201505,3,78400000
赤坂,SRC,4,20,R,2,198001,12,15200000
白金高輪,RC,5,70,R,1,201303,2,72700000
目黒,SRC,7,108,K,1,197105,8,79800000
表参道,SRC,3,17,R,2,198311,6,22400000
赤坂見附,SRC,8,95,K,2,197911,7,87400000
品川,RC,3,99,K,1,201602,4,176300000
芝浦ふ頭,RC,12,76,K,1,200608,3,62300000
浜松町,SRC,2,57,K,3,200510,5,56100000
広尾,SRC,9,34,R,1,200610,9,42600000
表参道,RC,7,80,K,3,201408,2,130600000
御成門,SRC,6,62,R,2,199508,1,59500000
六本木一丁目,RC,4,67,R,1,200003,5,72100000
御成門,RC,2,21,K,1,201212,8,26000000
田町,RC,4,44,R,2,197703,12,29000000
麻布十番,RC,6,51,K,3,198010,4,39000000
日の出,SRC,3,64,DK,1,201005,3,77400000
六本木一丁目,SRC,1,46,R,2,201212,14,89200000
お台場海浜公園,RC,2,54,K,1,199512,13,51500000
御成門,SRC,10,56,K,3,200611,21,62900000
天王洲アイル,SRC,2,69,R,1,200507,3,59400000
六本木一丁目,RC,3,72,K,2,200406,17,117300000
乃木坂,RC,5,32,K,1,201405,6,43100000
白金高輪,RC,8,55,R,1,200608,2,52000000
神谷町,SRC,6,20,DK,1,199811,32,27800000
麻布十番,RC,2,70,K,1,197103,5,64900000
表参道,RC,9,69,R,3,200805,6,106700000
お台場海浜公園,RC,6,73,R,1,197907,4,56700000
泉岳寺,SRC,6,103,DK,2,201408,3,166700000
虎ノ門,SRC,6,62,LK,2,197807,2,54500000
神谷町,SRC,5,55,K,1,200203,9,63400000
御成門,SRC,14,55,K,3,200611,39,58500000
五反田,RC,13,15,R,2,201401,4,15600000
青山一丁目,RC,1,58,K,1,198409,2,53700000
泉岳寺,SRC,7,102,K,1,198003,9,87400000
渋谷,SRC,2,81,DK,3,200710,1,77900000
六本木一丁目,SRC,9,45,K,3,200303,9,51400000
天王洲アイル,SRC,8,57,DK,3,201208,19,72900000
虎ノ門,SRC,13,54,R,1,201002,25,81000000
六本木,SRC,2,25,R,1,200011,2,25300000
六本木一丁目,RC,12,55,K,2,200008,10,56800000
溜池山王,SRC,7,43,R,2,200610,7,49600000
天王洲アイル,RC,6,33,R,3,201312,8,34500000
高輪台,SRC,8,67,K,1,201109,6,75100000
外苑前,RC,3,53,R,1,201005,17,88300000
芝公園,SRC,9,65,K,3,201303,8,75900000
赤羽橋,RC,4,27,R,3,200511,18,34100000
表参道,RC,4,90,R,2,200508,2,131700000
青山一丁目,RC,7,50,R,2,200106,13,55600000
日の出,SRC,10,67,K,2,200508,11,62600000
御成門,RC,13,39,R,1,200205,3,33500000
虎ノ門,SRC,3,36,R,1,200903,33,63900000
広尾,SRC,2,42,R,2,199711,12,44100000
高輪台,RC,4,80,R,1,197105,1,54100000
高輪台,RC,4,61,K,1,200511,4,73800000
浜松町,RC,10,25,R,3,198409,2,12100000
三田,RC,9,36,R,3,198002,33,22500000
田町,RC,5,22,K,4,201408,2,30100000
広尾,SRC,7,55,K,1,200511,35,74500000
白金台,RC,1,226,R,2,200502,3,334900000
泉岳寺,RC,3,107,K,2,198210,17,104400000
白金台,RC,5,80,R,1,199911,2,81300000
お台場海浜公園,RC,1,107,R,2,200310,2,109300000
浜松町,SRC,3,22,R,2,200011,4,21900000
汐留,SRC,6,61,K,2,198005,4,48700000
お台場海浜公園,RC,6,17,K,1,200906,5,15700000
虎ノ門,RC,3,26,K,1,200310,3,30400000
芝浦ふ頭,RC,14,65,R,2,201109,3,57500000
新橋,RC,2,16,R,1,197103,13,8200000
白金台,SRC,9,37,K,2,197006,2,27400000
御成門,SRC,7,33,K,2,200011,3,32900000
溜池山王,SRC,13,28,K,2,197311,6,21400000
田町,SRC,12,20,K,1,201505,20,32400000
天王洲アイル,SRC,4,99,R,1,201402,2,144300000
麻布十番,SRC,4,89,R,2,200610,7,138500000
麻布十番,SRC,3,78,K,2,198011,21,82900000
赤坂見附,SRC,4,22,K,1,200510,2,22200000
溜池山王,SRC,4,72,K,2,199702,38,97000000
広尾,SRC,7,56,R,3,199204,2,52500000
虎ノ門,SRC,3,88,R,2,201412,5,178700000
品川,RC,6,51,R,1,201012,4,59200000
白金台,RC,5,55,R,2,201509,4,87500000
お台場海浜公園,SRC,4,56,DK,1,199911,34,57400000
三田,RC,10,75,R,1,200610,3,70500000
芝公園,RC,8,51,R,1,200507,2,49400000
赤羽橋,RC,7,40,R,2,200506,16,51400000
渋谷,RC,3,56,K,1,200607,3,56100000
五反田,RC,7,84,R,1,199802,4,76200000
品川,RC,8,58,R,1,201611,17,74800000
表参道,RC,2,21,K,2,200805,6,34000000
浜松町,RC,14,50,R,1,201210,10,49700000
白金台,RC,10,25,R,3,200002,5,21600000
大門,RC,5,42,LDK,3,198301,10,33400000
お台場海浜公園,SRC,8,59,K,1,197206,7,37500000
渋谷,SRC,8,67,K,3,200003,21,65000000
芝公園,RC,4,88,R,1,200007,38,111800000
白金台,RC,2,50,K,1,201101,20,82100000
広尾,RC,12,48,R,1,200407,22,46800000
五反田,RC,14,50,R,2,199809,5,33700000
目黒,SRC,6,65,R,1,200311,34,86100000
三田,SRC,15,36,K,3,200411,5,29700000
大門,RC,11,20,DK,3,200608,8,23300000
新橋,SRC,12,74,R,2,200511,1,61800000
溜池山王,RC,3,95,K,1,200710,6,119700000
高輪台,SRC,6,37,K,2,200502,2,44300000
芝浦ふ頭,RC,3,25,DK,1,200510,11,23500000
広尾,RC,3,67,K,3,200708,8,99300000
赤坂,SRC,10,51,K,1,200509,9,66000000
汐留,RC,4,62,K,1,200611,6,75700000
大門,RC,8,64,K,3,200001,5,58500000
渋谷,SRC,5,82,R,2,201203,13,113000000
お台場海浜公園,SRC,1,13,R,1,198001,9,15600000
高輪台,RC,1,71,K,1,199703,6,64700000
青山一丁目,SRC,8,23,K,1,200510,1,26200000
御成門,SRC,2,65,K,1,201411,45,129600000
麻布十番,SRC,2,33,R,2,198312,2,29100000
日の出,RC,10,56,R,1,196906,5,35600000
麻布十番,RC,14,81,R,1,196411,1,61400000
芝浦ふ頭,SRC,6,45,K,3,200312,11,35300000
青山一丁目,SRC,5,61,K,1,201103,40,125200000
品川,RC,9,95,K,3,199911,24,92300000
芝公園,SRC,6,54,R,3,201202,5,58900000
外苑前,SRC,3,73,R,2,200509,17,117400000
麻布十番,RC,2,114,R,3,200003,7,172200000
麻布十番,SRC,9,92,R,2,198003,14,80300000
高輪台,SRC,2,20,R,1,199711,3,15400000
御成門,RC,8,109,R,1,199806,11,118500000
広尾,RC,6,25,R,3,197809,3,23200000
白金台,SRC,3,55,R,1,200211,3,66200000
表参道,RC,8,62,R,2,201509,4,98800000
泉岳寺,RC,9,63,R,2,200103,12,59500000
お台場海浜公園,RC,7,80,R,1,198001,38,61900000
赤羽橋,RC,10,68,K,1,201109,3,77700000
大門,SRC,14,33,K,1,200203,23,30500000
乃木坂,SRC,5,82,R,2,198301,33,90700000
目黒,RC,3,45,DK,3,197103,5,32200000
品川,SRC,10,27,K,1,200610,2,25500000
麻布十番,SRC,3,20,DK,1,197812,10,21900000
外苑前,SRC,8,26,R,1,200611,3,30000000
溜池山王,RC,5,18,K,3,201003,9,22700000
新橋,SRC,7,102,K,3,198111,2,80100000
高輪台,RC,2,20,R,2,201407,22,33700000
乃木坂,SRC,4,40,K,1,200203,34,56700000
目黒,SRC,2,75,R,1,198310,2,55100000
六本木一丁目,RC,4,24,K,3,201005,8,32000000
大門,RC,8,62,R,1,197801,9,45600000
汐留,RC,9,75,R,1,199903,7,81300000
浜松町,SRC,1,44,R,1,197507,33,37800000
白金台,RC,4,89,R,2,201509,2,153600000
芝浦ふ頭,SRC,12,99,DK,2,201509,12,119100000
神谷町,RC,9,36,DK,1,200001,34,41700000
浜松町,RC,11,78,R,1,201302,2,74800000
三田,RC,7,50,R,1,200102,9,50300000
外苑前,RC,8,81,K,1,200402,3,98200000
田町,SRC,10,41,K,1,197803,14,30600000
神谷町,RC,10,19,LK,1,198003,2,14700000
芝公園,SRC,5,51,K,1,197007,34,43400000
北品川,RC,2,54,K,1,200301,22,57700000
新橋,RC,3,20,R,2,201109,7,27300000
新橋,SRC,7,90,R,2,200209,3,92500000
三田,SRC,2,26,R,3,200610,2,30500000
乃木坂,RC,6,83,DK,2,201401,8,129800000
赤坂見附,SRC,3,22,R,1,197609,30,23600000
北品川,SRC,10,58,R,1,197808,7,35200000
芝公園,SRC,11,202,K,2,201401,4,231000000
目黒,RC,8,80,DK,2,201508,9,100600000
泉岳寺,SRC,8,40,K,1,201412,30,60000000
表参道,RC,7,25,K,2,201310,6,42000000
高輪台,RC,1,64,R,2,201512,25,100900000
北品川,RC,14,49,DK,1,197903,2,34800000
田町,RC,3,60,DK,2,200902,10,77900000
溜池山王,RC,3,69,R,1,200510,16,100800000
六本木,RC,4,43,R,1,199806,9,54200000
大門,SRC,2,85,K,3,198406,4,72400000
芝公園,RC,6,104,R,1,197708,27,88600000
日の出,SRC,8,66,R,2,197105,11,44500000
白金台,SRC,1,92,K,3,200610,5,134300000
目黒,SRC,4,19,K,2,199902,7,14000000
溜池山王,RC,5,87,DK,3,200103,7,117500000
五反田,SRC,4,61,K,3,201409,3,80700000
新橋,RC,4,56,R,1,201509,14,81300000
六本木一丁目,SRC,12,59,K,2,201902,8,127100000
表参道,SRC,6,71,R,3,198206,13,81200000
新橋,RC,15,59,K,1,200610,2,51400000
乃木坂,SRC,8,56,R,2,198102,39,50000000
北品川,RC,3,71,R,2,197812,2,49100000
芝浦ふ頭,SRC,3,124,K,1,200610,5,165600000
泉岳寺,RC,5,67,K,2,198305,11,56400000
赤坂見附,SRC,3,118,K,2,201108,1,163400000
目黒,SRC,10,16,R,1,198603,4,8300000
赤羽橋,RC,4,63,R,2,201509,7,92700000
天王洲アイル,SRC,6,81,R,1,200110,13,85200000
天王洲アイル,RC,6,70,R,1,200611,8,74400000
溜池山王,SRC,8,26,R,2,199909,21,28500000
渋谷,SRC,10,38,K,1,197103,10,22500000
大門,SRC,2,37,K,1,200209,8,39700000
日の出,SRC,5,21,R,1,200805,37,25400000
神谷町,SRC,6,57,R,1,200611,9,91100000
三田,SRC,8,25,K,1,201402,2,33800000
芝浦ふ頭,SRC,10,93,K,1,201005,2,102300000
表参道,SRC,6,21,R,1,197908,5,23400000
乃木坂,RC,4,60,K,1,197011,6,43700000
泉岳寺,SRC,3,55,R,3,196505,8,41600000
赤坂,SRC,8,19,K,2,200411,3,31700000
広尾,RC,12,15,R,2,200008,33,22000000
芝浦ふ頭,SRC,2,59,DK,1,200611,5,63100000
御成門,RC,8,26,R,2,201807,6,39000000
麻布十番,SRC,2,76,R,1,200108,2,87500000
溜池山王,SRC,13,36,K,1,200610,2,39200000
広尾,SRC,7,18,K,2,196411,6,17200000
目黒,RC,5,68,R,3,197207,3,43100000
赤坂見附,RC,8,72,K,1,200810,29,94500000
渋谷,SRC,12,75,K,2,200502,8,63500000
高輪台,RC,10,71,R,1,200611,6,69100000
日の出,SRC,7,41,K,1,200209,12,36500000
乃木坂,SRC,2,140,K,1,201311,4,263000000
田町,SRC,13,80,R,1,200906,29,94000000
広尾,SRC,14,72,R,1,201601,15,140500000
三田,RC,6,64,R,1,197910,12,51900000
虎ノ門,RC,2,26,R,2,198001,9,19700000
北品川,SRC,5,64,R,1,200610,3,58400000
青山一丁目,RC,4,82,R,1,201802,35,183600000
芝公園,RC,8,61,DK,2,201901,5,85300000
北品川,SRC,4,72,K,3,201403,9,93800000
日の出,SRC,8,112,R,2,200906,4,141800000
六本木一丁目,RC,3,88,R,2,200509,2,116400000
五反田,SRC,7,23,R,1,201109,5,27900000
三田,SRC,13,66,R,1,196904,22,46700000
泉岳寺,SRC,2,79,R,1,197806,5,66000000
北品川,SRC,12,63,K,4,200105,1,44300000
六本木,SRC,10,84,R,2,200401,1,104300000
日の出,RC,8,56,R,2,201812,12,73100000
汐留,RC,8,19,R,2,200505,19,28900000
溜池山王,SRC,8,78,DK,2,198001,12,73000000
六本木一丁目,RC,6,77,R,1,200610,4,116000000
日の出,SRC,6,50,K,1,196901,2,34500000
芝浦ふ頭,RC,4,38,R,1,201402,10,47800000
大門,RC,1,25,K,2,201303,27,36900000
芝浦ふ頭,RC,14,76,R,2,198211,25,56000000
浜松町,RC,4,108,K,2,200304,12,140800000
溜池山王,SRC,12,57,K,1,197211,4,36200000
御成門,SRC,10,91,K,2,199510,9,82800000
浜松町,RC,4,79,R,1,200602,6,81600000
溜池山王,RC,1,65,R,1,198010,3,48700000
汐留,SRC,3,81,K,1,200708,2,111700000
広尾,RC,1,64,R,2,199902,16,83500000
日の出,RC,6,108,R,3,200906,23,165000000
五反田,RC,5,20,R,1,200511,24,20200000
大門,RC,1,42,R,1,200110,2,42700000
御成門,SRC,3,68,K,2,200303,4,81600000
白金台,RC,5,67,K,1,200710,7,92500000
お台場海浜公園,RC,6,25,R,1,201509,6,29800000
御成門,RC,3,41,R,1,200906,24,67400000
溜池山王,RC,7,21,R,1,201203,11,26100000
表参道,SRC,6,21,K,2,197902,3,22100000
浜松町,SRC,3,67,K,1,200310,7,63800000
虎ノ門,SRC,8,53,R,1,198309,5,45800000
表参道,RC,6,51,R,2,198008,37,56000000
白金高輪,SRC,5,21,K,3,197208,9,19600000
御成門,SRC,4,99,R,1,197311,6,76400000
品川,SRC,4,22,R,1,200112,33,26600000
赤羽橋,SRC,13,105,R,1,197711,2,73000000
汐留,SRC,12,21,R,2,200511,9,27800000
虎ノ門,RC,12,27,R,1,197904,4,21700000
外苑前,RC,6,83,R,1,200809,3,119900000
御成門,RC,10,63,R,1,197712,17,45900000
六本木一丁目,SRC,4,34,R,1,200509,2,41400000
麻布十番,RC,8,78,R,2,200409,29,106100000
渋谷,RC,8,71,K,1,200611,6,70500000
乃木坂,RC,12,87,K,1,200601,4,93000000
虎ノ門,SRC,2,29,R,1,198211,11,27700000
五反田,RC,8,102,DK,1,200511,9,98900000
大門,RC,10,48,K,2,200105,9,44400000
高輪台,SRC,2,72,R,3,199909,14,71700000
田町,SRC,3,50,R,3,200610,4,54300000
泉岳寺,SRC,8,75,R,1,200510,2,68700000
外苑前,SRC,10,86,K,3,200401,3,101100000
神谷町,RC,8,50,DK,1,200105,1,51000000
品川,RC,4,45,K,2,200305,15,49400000
芝公園,SRC,4,54,R,1,200310,10,52300000
虎ノ門,RC,6,77,DK,1,196310,2,59100000
六本木,RC,2,20,R,1,197506,2,13600000
泉岳寺,SRC,14,70,DK,2,200302,35,62500000
虎ノ門,SRC,2,34,K,1,199603,8,35900000
汐留,SRC,11,40,R,2,201205,25,58700000
青山一丁目,SRC,1,56,R,2,200906,26,97000000
三田,RC,10,23,K,3,198010,9,13200000
溜池山王,RC,10,18,R,4,201005,11,27100000
お台場海浜公園,RC,7,55,R,2,200601,26,54600000
赤坂,SRC,3,85,K,2,201403,9,174400000
新橋,SRC,6,33,R,1,201208,10,40000000
表参道,RC,13,55,R,1,201403,17,77200000
虎ノ門,SRC,4,25,R,1,197006,5,19300000
三田,RC,10,13,R,2,200510,11,15600000
広尾,SRC,2,100,K,1,200401,2,148500000
高輪台,SRC,1,45,R,2,201407,5,66700000
外苑前,RC,5,22,K,3,200304,6,33300000
高輪台,SRC,1,55,DK,1,199902,33,59900000
品川,SRC,11,20,K,1,197907,3,12400000
天王洲アイル,SRC,6,65,K,1,200511,30,80400000
虎ノ門,SRC,8,50,R,1,200209,3,43700000
五反田,RC,3,80,R,3,200301,5,86400000
目黒,SRC,4,40,DK,1,197804,13,30100000
泉岳寺,RC,6,71,K,2,200610,7,79000000
五反田,RC,12,80,R,3,198409,6,57900000
渋谷,RC,8,25,R,1,200409,4,18300000
北品川,SRC,5,88,DK,3,197804,14,75600000
目黒,SRC,10,53,R,1,200105,18,47900000
白金高輪,RC,1,43,DK,1,198312,24,42500000
青山一丁目,SRC,4,19,R,1,200611,3,28300000
五反田,SRC,9,21,K,1,200611,2,20900000
芝浦ふ頭,SRC,3,21,R,1,200505,2,22300000
大門,RC,8,23,R,1,201509,9,28200000
お台場海浜公園,RC,4,100,K,1,199512,3,83200000
五反田,SRC,3,51,K,2,198004,19,43000000
溜池山王,RC,7,19,R,1,199503,7,12800000
溜池山王,RC,13,42,K,1,197608,33,29800000
芝公園,SRC,2,20,DK,2,197206,4,14500000
田町,RC,2,101,DK,2,201005,7,146500000
日の出,RC,1,18,R,2,200611,30,26800000
広尾,SRC,8,45,DK,1,197512,4,34100000
日の出,RC,3,15,R,2,200710,4,19800000
虎ノ門,RC,13,40,R,1,201303,9,42700000
目黒,SRC,4,76,R,2,199603,32,80400000
渋谷,SRC,10,70,K,1,201105,13,82400000
渋谷,RC,12,52,R,2,200508,4,39300000
神谷町,RC,10,56,K,1,200501,4,65000000
泉岳寺,RC,7,86,K,1,200710,2,82200000
六本木一丁目,SRC,6,60,R,1,200805,3,105800000
北品川,SRC,11,81,R,2,200106,2,68100000
五反田,SRC,6,65,K,2,198008,8,46000000
新橋,RC,8,16,R,2,198311,11,14400000
青山一丁目,RC,2,24,K,4,198010,9,27500000
大門,SRC,14,24,R,1,201111,3,26400000
田町,RC,2,84,K,2,200610,5,95100000
白金台,RC,12,42,R,2,200611,40,52200000
麻布十番,RC,1,104,K,1,200806,3,186800000
泉岳寺,SRC,3,55,R,1,197310,6,46900000
泉岳寺,SRC,8,75,K,3,200906,1,82400000
赤坂,SRC,5,43,DK,2,198010,8,36700000
浜松町,SRC,3,37,K,2,200510,6,37800000
麻布十番,RC,10,79,R,2,201509,2,128200000
三田,SRC,10,21,R,2,201505,9,30500000
表参道,RC,10,42,DK,2,201701,11,79300000
北品川,SRC,3,57,K,2,201206,12,71800000
渋谷,RC,7,42,K,1,197302,7,31000000
新橋,RC,3,76,K,2,197909,5,68900000
三田,RC,8,21,R,2,200104,14,24700000
泉岳寺,SRC,14,61,DK,2,201705,3,73300000
北品川,RC,6,42,R,1,200304,9,46000000
乃木坂,SRC,13,128,R,1,200605,3,161700000
芝浦ふ頭,SRC,10,72,R,2,201301,19,96200000
大門,RC,1,84,K,2,200906,18,131300000
北品川,SRC,3,20,K,1,200710,9,20100000
大門,RC,8,33,K,1,200611,7,39400000
お台場海浜公園,SRC,2,23,K,1,197712,6,17300000
六本木一丁目,SRC,4,36,DK,1,200710,4,49900000
外苑前,SRC,3,16,K,1,200401,5,19700000
泉岳寺,RC,3,60,R,2,199908,2,63900000
白金台,RC,8,47,R,1,197803,10,44400000
浜松町,SRC,2,62,R,1,197302,11,44200000
品川,RC,4,55,R,3,201603,12,79900000
大門,RC,7,48,R,2,200510,3,45700000
汐留,SRC,2,25,R,1,201003,7,39300000
乃木坂,SRC,6,70,K,1,201312,16,143000000
赤羽橋,RC,1,26,K,3,201505,13,43200000
溜池山王,RC,2,25,R,2,200804,7,35300000
五反田,RC,7,21,K,3,198003,5,15000000
高輪台,RC,4,51,K,1,199802,9,47500000
外苑前,SRC,7,95,R,3,200502,3,110400000
麻布十番,RC,1,56,R,1,201203,16,97700000
表参道,RC,6,52,K,2,201602,29,105600000
三田,SRC,6,108,R,2,200007,17,140700000
お台場海浜公園,SRC,8,31,R,2,199910,2,21800000
六本木,RC,5,22,R,3,200710,1,28600000
目黒,SRC,5,64,R,1,200507,7,61600000
大門,RC,6,61,R,2,199902,12,59600000
六本木一丁目,RC,4,20,DK,1,201509,12,32500000
赤羽橋,RC,8,55,K,1,197009,24,41600000
品川,RC,10,63,K,2,197904,6,52800000
赤羽橋,SRC,13,135,K,1,200509,22,165500000
田町,SRC,8,44,K,2,198312,9,29300000
六本木,RC,8,36,K,1,199803,12,50100000
赤坂見附,SRC,5,61,DK,1,200502,4,69600000
白金台,RC,2,37,K,1,199807,11,36300000
高輪台,SRC,3,134,K,2,200510,4,165500000
白金高輪,SRC,3,82,R,2,201505,7,136300000
御成門,RC,9,25,K,2,200611,16,30600000
芝浦ふ頭,RC,2,32,DK,1,200103,7,30400000
お台場海浜公園,SRC,4,21,K,2,197904,6,15000000
六本木一丁目,SRC,5,25,K,1,201509,8,53000000
溜池山王,SRC,11,19,K,1,201303,6,21400000
乃木坂,SRC,5,63,R,1,200610,3,77000000
赤坂,SRC,8,46,R,3,200209,1,48600000
白金台,SRC,3,57,K,2,197604,7,42900000
麻布十番,SRC,13,58,K,2,201902,4,117500000
表参道,SRC,4,25,R,3,200812,39,42300000
赤坂見附,SRC,9,185,R,2,201109,7,312800000
田町,SRC,12,80,R,1,200712,28,87100000
田町,RC,4,120,R,2,198001,2,97300000
神谷町,RC,3,42,K,3,200411,13,61600000
白金台,SRC,6,202,R,2,200003,5,336900000
白金台,RC,6,21,K,1,201212,10,26700000
田町,RC,4,47,R,1,201401,2,56900000
汐留,SRC,3,47,R,3,200011,13,54000000
溜池山王,SRC,4,54,R,1,201701,30,128400000
日の出,SRC,8,60,R,2,198101,35,48000000
五反田,SRC,8,16,R,2,200710,1,22500000
虎ノ門,SRC,10,74,R,3,200605,4,81700000
北品川,RC,1,86,R,2,197808,5,71300000
目黒,RC,4,60,DK,2,201201,5,68700000
赤羽橋,RC,4,64,DK,1,201401,6,86200000
白金高輪,SRC,10,20,R,2,201509,25,36800000
大門,SRC,4,26,R,1,200001,7,26700000
芝浦ふ頭,RC,10,23,R,3,199512,2,17300000
外苑前,RC,14,18,R,1,200603,7,18100000
赤坂見附,SRC,2,65,K,1,197105,15,56300000
乃木坂,RC,6,70,R,1,201403,4,105200000
虎ノ門,SRC,3,25,K,2,198007,6,24500000
田町,RC,8,53,R,1,198111,24,35500000
汐留,RC,12,124,R,2,200511,19,158100000
白金台,SRC,6,21,R,1,200203,2,23800000
赤坂見附,SRC,6,54,R,1,200611,4,64600000
浜松町,SRC,4,42,DK,2,200610,6,48400000
六本木一丁目,SRC,6,79,LK,2,198106,1,72900000
赤羽橋,SRC,12,88,R,2,200510,10,89100000
外苑前,SRC,4,40,R,2,200510,4,51300000
赤坂,RC,12,82,R,1,197806,15,62100000
泉岳寺,SRC,5,66,K,1,200602,3,67700000
神谷町,RC,4,25,DK,1,198009,8,16900000
外苑前,SRC,2,90,R,2,200810,2,138900000
乃木坂,RC,6,38,R,3,197310,3,26600000
赤坂,RC,5,28,R,1,201509,8,44600000
大門,RC,10,58,DK,2,197512,3,37400000
六本木,SRC,11,35,K,2,200610,1,43300000
御成門,SRC,5,34,K,2,200502,10,36200000
溜池山王,SRC,3,83,R,2,197110,9,76200000
日の出,RC,10,33,R,2,200409,14,27200000
高輪台,RC,5,65,R,2,197806,10,52200000
広尾,SRC,4,15,R,2,200608,7,23300000
田町,RC,8,22,R,2,201212,3,26500000
白金台,RC,9,26,R,1,200906,18,39700000
汐留,RC,2,55,K,1,196908,5,46700000
白金台,RC,9,35,K,2,198508,10,31400000
表参道,SRC,4,71,K,1,199803,9,100200000
浜松町,SRC,15,81,R,2,200003,2,54200000
日の出,RC,3,62,R,2,200302,3,63800000
乃木坂,RC,8,32,K,2,200610,3,39100000
浜松町,RC,8,43,R,1,200802,11,52900000
六本木一丁目,RC,13,28,R,1,201102,8,34100000
北品川,RC,7,53,R,2,200512,4,48600000
日の出,RC,14,75,K,2,201405,30,94000000
白金台,RC,6,76,R,1,199803,13,90500000
神谷町,RC,2,53,DK,3,200401,11,76000000
目黒,SRC,5,100,R,2,197803,9,73100000
五反田,SRC,4,31,R,2,199004,1,25600000
御成門,SRC,3,87,K,1,200401,5,105500000
外苑前,SRC,3,37,R,2,200502,14,54400000
赤坂,RC,14,54,R,2,199205,29,50800000
赤坂見附,SRC,10,95,DK,1,201402,3,139200000
神谷町,RC,9,120,R,1,201007,5,206400000
赤坂,RC,8,52,R,1,200401,6,63500000
赤羽橋,RC,5,44,R,2,198204,1,30500000
浜松町,RC,7,61,K,2,200310,2,58500000
大門,SRC,3,23,R,1,200311,7,21600000
芝浦ふ頭,RC,1,55,R,2,201403,17,76800000
五反田,RC,13,26,K,1,197910,5,13900000
品川,SRC,12,18,K,1,199202,8,11800000
外苑前,SRC,1,51,R,1,198908,40,56300000
渋谷,SRC,10,93,K,2,199606,3,82700000
溜池山王,SRC,6,64,R,1,200209,1,63200000
赤坂見附,SRC,10,55,R,2,198210,19,50600000
神谷町,SRC,4,62,DK,1,200605,4,82400000
日の出,RC,1,61,R,1,200303,6,65000000
目黒,RC,7,23,R,3,200509,18,25700000
北品川,RC,6,68,R,1,198609,6,55600000
白金台,RC,9,64,K,2,201802,34,147600000
六本木一丁目,SRC,5,40,R,1,200103,1,44400000
お台場海浜公園,SRC,10,70,R,2,200510,3,59600000
表参道,RC,2,57,R,1,200608,6,82900000
田町,RC,9,82,DK,2,201803,3,120200000
赤坂見附,RC,8,59,K,1,199906,8,59500000
表参道,RC,10,77,K,1,198104,5,72800000
六本木,RC,9,85,R,3,198011,14,82600000
六本木,SRC,8,98,K,3,200001,10,121600000
五反田,RC,10,52,K,1,200011,2,38300000
神谷町,SRC,14,40,DK,3,200611,5,44000000
白金高輪,SRC,4,54,DK,1,201402,20,90800000
麻布十番,SRC,9,77,R,3,197310,10,69000000
